Symbol,Name,Industry,Market Cap
OGS,ONE Gas,Gas Utilities,4732611039
OHAA,OPY Acquisition I,Blank Check / SPAC,154962490
OHI,Omega Healthcare Investors,Equity Real Estate Investment Trusts ...,7650091506
OHPA,Orion Acquisition,Blank Check / SPAC,505597529
OI,O-I Glass,Containers & Packaging,2061984640
OII,Oceaneering International,Energy Equipment & Services,1510675838
OIIM,O2Micro International,Semiconductors & Semiconductor Equipment,118255075
OIS,Oil States International,Energy Equipment & Services,430150783
OKE,ONEOK,"Oil, Gas & Consumable Fuels",31516022777
OKTA,"Okta, Inc.",IT Services,23654829971
OLB,The OLB Group,Software-Application,25729900
OLED,Universal Display,Semiconductors & Semiconductor Equipment,8232437726
OLIT,OmniLit Acquisition,Blank Check / SPAC,190708655
OLK,Olink Holding AB (publ),Diagnostics & Research,2101663602
OLLI,Ollie's Bargain Outlet Holdings,Multiline Retail,2693334240
OLMA,Olema Pharmaceuticals,Biotechnology,171880350
OLN,Olin Corporation,Chemicals,8160071154
OLO,"Olo, Inc.",Software-Application,2107425789
OLP,One Liberty Properties,Equity Real Estate Investment Trusts ...,650312511
OLPX,Olaplex Holdings,Specialty Retail,10140650485
OM,Outset Medical,Medical Devices,2152273396
OMAB,Grupo Aeroportuario del Centro Norte,Transportation Infrastructure,2883552212
OMC,Omnicom Group,Media,17565745136
OMCL,Omnicell,Health Care Technology,5752127474
OMEG,Omega Alpha SPAC,Blank Check / SPAC,174314810
OMER,Omeros,Pharmaceuticals,380122908
OMEX,Odyssey Marine Exploration,Commercial Services & Supplies,95184720
OMF,OneMain Holdings,Consumer Finance,6042831332
OMGA,Omega Therapeutics,Biotechnology,298320029
OMI,Owens & Minor,Health Care Providers & Services,3428493033
OMIC,Singular Genomics Systems,Medical Instruments & Supplies,457088222
OMQS,OMNIQ,Software-Application,50201014
ON,ON Semiconductor,Semiconductors & Semiconductor Equipment,27078698966
ONB,Old National Bancorp,Banks,4835719668
ONCR,Oncorus,Biotechnology,46073520
ONCS,OncoSec Medical,Biotechnology,45252960
ONCT,Oncternal Therapeutics,Biotechnology,68706447
ONCY,Oncolytics Biotech,Biotechnology,92447223
ONDS,Ondas Holdings,Communication Equipment,299231387
ONE,OneSmart International Education Group,Diversified Consumer Services,10467759
ONEM,1Life Healthcare,Health Care Equipment & Supplies,2128357244
ONEW,OneWater Marine,Specialty Retail,526471790
ONL,Orion Office REIT,REIT-Office,792759800
ONON,On Holding AG,Apparel Retail,7910821886
ONTF,"ON24, Inc.",Software-Application,628279358
ONTO,Onto Innovation,Semiconductors & Semiconductor Equipment,4288864246
ONTX,Onconova Therapeutics,Pharmaceuticals,38447904
ONVO,Organovo Holdings,Biotechnology,32732868
ONYX,Onyx Acquisition Co. I,Blank Check / SPAC,329963740
OOMA,"Ooma, Inc.",Diversified Telecommunication Services,356761970
OP,OceanPal,Marine Shipping,22506733
OPA,Magnum Opus Acquisition,Blank Check / SPAC,247750000
OPAD,Offerpad Solutions,Real Estate Services,1333357435
OPBK,OP Bancorp,Thrifts & Mortgage Finance,209658516
OPCH,Option Care Health,Medical Care Facilities,5139028965
OPEN,Opendoor Technologies,Real Estate Management & Development,5364141047
OPFI,OppFi,Software-Application,377300000
OPGN,OpGen,Biotechnology,34923007
OPHC,OptimumBank Holdings,Banks,20618475
OPI,Office Properties Income Trust,Equity Real Estate Investment Trusts ...,1245993209
OPK,OPKO Health,Biotechnology,2344205055
OPNT,Opiant Pharmaceuticals,Pharmaceuticals,108590832
OPOF,Old Point Financial,Banks,128372895
OPRA,Opera,Software,680512830
OPRT,Oportun Financial,Consumer Finance,459784224
OPRX,OptimizeRx,Health Care Technology,674081334
OPT,Opthea,Biotechnology,289849853
OPTN,OptiNose,Pharmaceuticals,207693647
OPTT,Ocean Power Technologies,Electrical Equipment,78810823
OPY,Oppenheimer Holdings,Capital Markets,541337686
OR,Osisko Gold Royalties,Metals & Mining,2192784634
ORA,Ormat Technologies,Independent Power and Renewable Elect...,4721828307
ORAN,Orange,Diversified Telecommunication Services,31752892407
ORC,Orchid Island Capital,Mortgage Real Estate Investment Trust...,575227198
ORCC,Owl Rock Capital,Capital Markets,5831906810
ORCL,Oracle,Software,2.20926E+11
ORGN,Origin Materials,Mortgage Real Estate Investment Trust...,929767166
ORGO,Organogenesis Holdings,Biotechnology,987628154
ORGS,Orgenesis,Biotechnology,86128176
ORI,Old Republic International,Insurance,7957638128
ORIA,Orion Biotech Opportunities,Blank Check / SPAC,243500000
ORIC,Oric Pharmaceuticals,Biotechnology,210578094
ORLA,Orla Mining,Gold,1187067389
ORLY,O'Reilly Automotive,Specialty Retail,45618953833
ORMP,Oramed Pharmaceuticals,Pharmaceuticals,345840831
ORN,Orion Group Holdings,Construction & Engineering,76806096
ORPH,Orphazyme,Biotechnology,37272451
ORRF,Orrstown Financial Services,Banks,255460837
ORTX,Orchard Therapeutics,Biotechnology,89355288
OSBC,Old Second Bancorp,Banks,645129139
OSCR,Oscar Health,Healthcare Plans,2097658109
OSG,Overseas Shipholding Group,"Oil, Gas & Consumable Fuels",182349342
OSH,Oak Street Health,Health Care Providers & Services,6471306240
OSI,Osiris Acquisition,Blank Check / SPAC,279306134
OSIS,OSI Systems,"Electronic Equipment, Instruments & C...",1504836480
OSK,Oshkosh,Machinery,6703672268
OSPN,OneSpan,Software,577620216
OSS,One Stop Systems,"Technology Hardware, Storage & Periph...",72114716
OSTK,Overstock.com,Internet & Direct Marketing Retail,1897764074
OSTR,Oyster Enterprises Acquisition,Blank Check / SPAC,281462490
OSUR,OraSure Technologies,Health Care Equipment & Supplies,490226557
OSW,OneSpaWorld Holdings,Diversified Consumer Services,962964670
OTEC,OceanTech Acquisitions I,Blank Check / SPAC,131018745
OTEX,Open Text,Software,11498329054
OTIC,Otonomy,Pharmaceuticals,136158000
OTIS,Otis Worldwide,Machinery,32700823514
OTLK,Outlook Therapeutics,Biotechnology,399211263
OTLY,Oatly Group AB,Beverages-Non-Alcoholic,2964803070
OTMO,Otonomo Technologies,Software-Application,260422174
OTRA,OTR Acquisition,Blank Check / SPAC,135068400
OTRK,Ontrak,Health Care Providers & Services,46865343
OTTR,Otter Tail,Electric Utilities,2600356312
OUST,Ouster,Electronic Components,777582013
OUT,OUTFRONT Media,Equity Real Estate Investment Trusts ...,4652029415
OVBC,Ohio Valley Banc,Banks,144107423
OVID,Ovid Therapeutics,Biotechnology,213809517
OVLY,Oak Valley Bancorp,Banks,152011395
OVV,Ovintiv,"Oil, Gas & Consumable Fuels",13987476440
OWL,Blue Owl Capital,Asset Management,5229422580
OWLT,Owlet,Medical Devices,503148127
OXAC,Oxbridge Acquisition,Blank Check / SPAC,144900000
OXBR,Oxbridge Re Holdings,Insurance,31450251
OXM,Oxford Industries,"Textiles, Apparel & Luxury Goods",1490191100
OXSQ,Oxford Square Capital,Capital Markets,208288671
OXUS,Oxus Acquisition,Blank Check / SPAC,222122989
OXY,Occidental Petroleum,"Oil, Gas & Consumable Fuels",53160218589
OYST,Oyster Point Pharma,Biotechnology,310009272
OZ,"Belpointe PREP, LLC",Real Estate-Development,337876785
OZK,Bank OZK,Banks,5322213357
OZON,Ozon Holdings,Internet & Direct Marketing Retail,2509219327
PAA,"Plains All American Pipeline,","Oil, Gas & Consumable Fuels",7586263035
PAAS,Pan American Silver,Metals & Mining,5745503208
PAC,Grupo Aeroportuario del Pacifico,Transportation Infrastructure,8259844984
PACB,Pacific Biosciences of California,Life Sciences Tools & Services,2012756218
PACI,PROOF Acquisition I,Blank Check / SPAC,341549980
PACK,Ranpak Holdings,Containers & Packaging,1663245178
PACW,PacWest Bancorp,Banks,5159771635
PACX,Pioneer Merger,Shell Companies,493540119
PAFO,Pacifico Acquisition,Blank Check / SPAC,74725150
PAG,Penske Automotive Group,Specialty Retail,7196749802
PAGP,Plains GP Holdings LP,"Oil, Gas & Consumable Fuels",2829415165
PAGS,PagSeguro Digital,IT Services,6593402359
PAHC,Phibro Animal Health,Pharmaceuticals,808046839
PALI,Palisade Bio,Biotechnology,19327507
PALT,Paltalk,Software-Application,25478241
PAM,Pampa Energia,Electric Utilities,1315718400
PANA,Panacea Acquisition II,Blank Check / SPAC,230270090
PANL,Pangaea Logistics Solutions,Marine,254240446
PANW,Palo Alto Networks,Software,61307522598
PAQC,Provident Acquisition,Blank Check / SPAC,283474970
PAR,PAR Technology,"Electronic Equipment, Instruments & C...",1087219435
PARA,Paramount Global,Media,24636921854
PARAA,Paramount Global,Entertainment,26161993516
PARR,Par Pacific Holdings,"Oil, Gas & Consumable Fuels",783259764
PASG,Passage Bio,Healthcare,175481070
PATH,UiPath,Software-Infrastructure,11339672563
PATI,Patriot Transportation Holding,Road & Rail,27537384
PATK,Patrick Industries,Building Products,1408191869
PAVM,PAVmed,Health Care Equipment & Supplies,116073534
PAX,Patria Investments,Asset Management,2424795897
PAY,Paymentus Holdings,"Electronic Equipment, Instruments & C...",2595432692
PAYA,Paya Holdings,Software-Infrastructure,773912637
PAYC,Paycom Software,Software,20909747923
PAYO,Payoneer Global,Software-Infrastructure,1524579582
PAYS,PaySign,IT Services,102173854
PAYX,Paychex,IT Services,49232506834
PB,Prosperity Bancshares,Banks,6394060800
PBA,Pembina Pipeline,"Oil, Gas & Consumable Fuels",20693610485
PBAX,Phoenix Biotech Acquisition,Blank Check / SPAC,229581743
PBBK,PB Bankshares,Banks-Regional,38881486
PBCT,People's United Financial,Banks,8589123569
PBF,PBF Energy,"Oil, Gas & Consumable Fuels",2932637181
PBFS,Pioneer Bancorp,Thrifts & Mortgage Finance,273285404
PBFX,PBF Logistics LP,"Oil, Gas & Consumable Fuels",877622586
PBH,Prestige Consumer Healthcare,Pharmaceuticals,2657550836
PBHC,Pathfinder Bancorp,Banks,131516648
PBI,Pitney Bowes,Commercial Services & Supplies,900135615
PBIP,Prudential Bancorp,Thrifts & Mortgage Finance,131182726
PBLA,Panbela Therapeutics,Biotechnology,28377598
PBPB,Potbelly,"Hotels, Restaurants & Leisure",192699356
PBR,Petroleo Brasileiro,"Oil, Gas & Consumable Fuels",96529301494
PBR.A,Petroleo Brasileiro,"Oil, Gas & Consumable Fuels",78315544570
PBT,Permian Basin Royalty Trust,"Oil, Gas & Consumable Fuels",583076088
PBTS,Powerbridge Technologies Co.,Software,27213197
PBYI,Puma Biotechnology,Biotechnology,129454277
PCAR,PACCAR,Machinery,30619738042
PCB,PCB Bancorp,Banks,342269437
PCCT,Perception Capital II,Blank Check / SPAC,287212470
PCG,PG&E Corporation,Electric Utilities,26871207928
PCH,PotlatchDeltic,Equity Real Estate Investment Trusts ...,3657975014
PCOM,Points.com,Internet & Direct Marketing Retail,276591228
PCOR,Procore Technologies,Software-Application,8221510137
PCPC,Periphas Capital Partnering,Blank Check / SPAC,458750248
PCRX,Pacira Biosciences,Pharmaceuticals,3422776540
PCSA,Processa Pharmaceuticals,Biotechnology,61953622
PCSB,PCSB Financial,Thrifts & Mortgage Finance,293049939
PCT,PureCycle Technologies,Pollution & Treatment Controls,1285912064
PCTI,PCTEL,Communications Equipment,84999232
PCTY,Paylocity Holding,Software,11426017137
PCVX,Vaxcyte,Biotechnology,1359905771
PCX,Parsec Capital Acquisitions,Blank Check / SPAC,107812000
PCYG,Park City Group,Software,100878629
PCYO,Pure Cycle,Water Utilities,287782840
PD,PagerDuty,Software,2976519652
PDCE,PDC Energy,"Oil, Gas & Consumable Fuels",7005211069
PDCO,Patterson Companies,Health Care Providers & Services,3160024042
PDD,Pinduoduo,Internet & Direct Marketing Retail,50269462501
PDEX,Pro-Dex,Health Care Equipment & Supplies,59994147
PDFS,PDF Solutions,Semiconductors & Semiconductor Equipment,1050896877
PDLB,Ponce Financial Group,Thrifts & Mortgage Finance,257745769
PDM,Piedmont Office Realty Trust,Equity Real Estate Investment Trusts ...,2162969587
PDOT,Peridot Acquisition II,Blank Check / SPAC,500298814
PDS,Precision Drilling,Energy Equipment & Services,1002968662
PDSB,PDS Biotechnology,Biotechnology,176030607
PEAK,Healthpeak Properties,Equity Real Estate Investment Trusts ...,18521036785
PEAR,Pear Therapeutics,Health Information Services,695884990
PEB,Pebblebrook Hotel Trust,Equity Real Estate Investment Trusts ...,3222130942
PEBK,Peoples Bancorp of North Carolina,Banks,162328061
PEBO,Peoples Bancorp,Banks,890540905
PECO,Phillips Edison & Company,REIT-Retail,4414300159
PED,Pedevco,"Oil, Gas & Consumable Fuels",115375191
PEG,Public Service Enterprise Group,Multi-Utilities,35145461750
PEGA,Pegasystems,Software,6583604670
PEGR,Project Energy Reimagined Acquisition,Blank Check / SPAC,321148254
PEGY,Pineapple Holdings,Communications Equipment,15215925
PEI,Pennsylvania Real Estate Investment Trust,Equity Real Estate Investment Trusts ...,52112403
PEN,Penumbra,Health Care Equipment & Supplies,8363483491
PENN,Penn National Gaming,"Hotels, Restaurants & Leisure",7140261872
PEP,PepsiCo,Beverages,2.31528E+11
PEPL,PepperLime Health Acquisition,Blank Check / SPAC,376380000
PERI,Perion Network,Media,996145071
PESI,Perma-Fix Environmental Services,Commercial Services & Supplies,73078397
PETQ,PetIQ,Health Care Providers & Services,736313920
PETS,PetMed Express,Internet & Direct Marketing Retail,541245300
PETV,PetVivo Holdings,Health Care Equipment & Supplies,19941467
PETZ,TDH Holdings,Food Products,56375091
PFBC,Preferred Bank,Banks,1096561487
PFC,Premier Financial,Thrifts & Mortgage Finance,1086314475
PFDR,Pathfinder Acquisition,Blank Check / SPAC,397718749
PFE,Pfizer,Pharmaceuticals,2.96169E+11
PFG,Principal Financial Group,Insurance,19176749021
PFGC,Performance Food Group Company,Food & Staples Retailing,7880918502
PFHD,Professional Holding,Banks,303732025
PFIE,Profire Energy,Energy Equipment & Services,61769367
PFIN,P&F Industries,Household Durables,19125273
PFIS,Peoples Financial Services,Banks,361856238
PFLT,PennantPark Floating Rate Capital,Capital Markets,528927321
PFMT,Performant Financial,Commercial Services & Supplies,218572333
PFS,Provident Financial Services,Thrifts & Mortgage Finance,1799607420
PFSI,PennyMac Financial Services,Thrifts & Mortgage Finance,2948498386
PFSW,PFSweb,IT Services,253293372
PFTA,Portage Fintech Acquisition,Blank Check / SPAC,317738071
PFX,PhenixFIN,Capital Markets,102402966
PG,The Procter & Gamble Company,Household Products,3.70083E+11
PGC,Peapack-Gladstone Financial,Banks,641318200
PGEN,Precigen,Biotechnology,436626494
PGNY,Progyny,Health Care Providers & Services,4689463785
PGR,The Progressive Corporation,Insurance,66670354360
PGRE,Paramount Group,Equity Real Estate Investment Trusts ...,2390435320
PGRU,PropertyGuru Group,Real Estate Services,257887500
PGRW,Progress Acquisition,Blank Check / SPAC,213433865
PGSS,Pegasus Digital Mobility Acquisition,Blank Check / SPAC,247000000
PGTI,PGT Innovations,Building Products,1077000184
PH,Parker-Hannifin,Machinery,36456918982
PHAR,Pharming Group,Biotechnology,574300986
PHAS,PhaseBio Pharmaceuticals,Biotechnology,71575152
PHAT,Phathom Pharmaceuticals,Pharmaceuticals,431609819
PHCF,Puhui Wealth Investment Management Co.,Capital Markets,11573531
PHG,Koninklijke Philips,Health Care Equipment & Supplies,26566658047
PHGE,BiomX,Biotechnology,55161716
PHI,PLDT Inc.,Wireless Telecommunication Services,7592207840
PHIC,Population Health Investment Co.,Blank Check / SPAC,212390634
PHIO,Phio Pharmaceuticals,Biotechnology,12005545
PHM,PulteGroup,Household Durables,10115707877
PHR,Phreesia,Health Care Technology,1365316200
PHUN,Phunware,Software-Application,269187135
PHVS,"Pharvaris, N.V",Biotechnology,601209724
PHX,PHX Minerals,"Oil, Gas & Consumable Fuels",105565709
PHYT,Pyrophyte Acquisition,Blank Check / SPAC,250052618
PI,Impinj,Semiconductors & Semiconductor Equipment,1594104164
PIAI,Prime Impact Acquisition I,Blank Check / SPAC,400600384
PICC,Pivotal Investment Corporation III,Blank Check / SPAC,337409980
PII,Polaris,Leisure Products,6264096681
PIII,P3 Health Partners,Medical Care Facilities,1904983295
PIK,Kidpik,Internet Retail,36717935
PINC,Premier,Health Care Providers & Services,6025244640
PINE,Alpine Income Property Trust,Equity Real Estate Investment Trusts ...,242424101
PING,Ping Identity Holding,Software,2300512762
PINS,Pinterest,Interactive Media & Services,16814808045
PIPP,Pine Island Acquisition,Blank Check / SPAC,268344255
PIPR,Piper Sandler Companies,Capital Markets,2350385625
PIRS,Pieris Pharmaceuticals,Biotechnology,224454509
PIXY,ShiftPixy,Professional Services,26259413
PJT,PJT Partners,Capital Markets,1496871800
PK,Park Hotels & Resorts,Equity Real Estate Investment Trusts ...,4613318127
PKBK,Parke Bancorp,Banks,281138412
PKE,Park Aerospace,Aerospace & Defense,266979510
PKG,Packaging Corporation of America,Containers & Packaging,14628100061
PKI,PerkinElmer,Life Sciences Tools & Services,22009350045
PKOH,Park-Ohio Holdings,Machinery,177028725
PKX,POSCO,Metals & Mining,19078301641
PL,Planet Labs PBC,Aerospace & Defense,1334515964
PLAB,Photronics,Semiconductors & Semiconductor Equipment,1047547901
PLAG,Planet Green Holdings,Food Products,38208739
PLAN,Anaplan,Software,9771160565
PLAO,Patria Latin American Opportunity Acquisition,Blank Check / SPAC,251490000
PLAY,Dave & Buster's Entertainment,"Hotels, Restaurants & Leisure",2384590550
PLBC,Plumas Bancorp,Banks,222224688
PLBY,PLBY Group,"Textiles, Apparel & Luxury Goods",557815924
PLCE,The Children's Place,Specialty Retail,667965650
PLD,Prologis,Equity Real Estate Investment Trusts ...,1.19525E+11
PLG,Platinum Group Metals,Metals & Mining,205058031
PLL,Piedmont Lithium,Metals & Mining,1308068315
PLM,PolyMet Mining,Metals & Mining,425163485
PLMI,Plum Acquisition I,Blank Check / SPAC,389842559
PLMR,Palomar Holdings,Insurance,1627784019
PLNT,Planet Fitness,"Hotels, Restaurants & Leisure",7690459054
PLOW,Douglas Dynamics,Machinery,795013101
PLPC,Preformed Line Products Company,Electrical Equipment,313247869
PLRX,Pliant Therapeutics,Biotechnology,253155642
PLSE,Pulse Biosciences,Health Care Equipment & Supplies,144008127
PLTK,Playtika Holding,Electronic Gaming & Multimedia,7965757438
PLTR,Palantir Technologies,Software,28516112382
PLUG,Plug Power,Electrical Equipment,16536838119
PLUS,ePlus,"Electronic Equipment, Instruments & C...",1507296488
PLX,Protalix BioTherapeutics,Biotechnology,48289991
PLXP,PLx Pharma,Pharmaceuticals,111249879
PLXS,Plexus,"Electronic Equipment, Instruments & C...",2298599126
